%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1724183040506680012,8925,1724183040506680012,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011259769403463187,0.999999366087764,0.0,0.0,0.0,0.0,0.0,-0.0024226719545187387
1724183040536620378,8926,1724183040536620378,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011622447600176946,0.9999993245933309,0.0,0.0,0.0,0.0,0.0,-0.0024226719545187387
1724183040568150997,8927,1724183040568150997,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.001264522186608128,0.9999992004915002,0.0,0.0,0.0,0.0,0.0,-0.0008399369830521643
1724183040596662045,8928,1724183040596662045,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012764959184970149,0.9999991852787532,0.0,0.0,0.0,0.0,0.0,-0.0008399369830521643
1724183040626165628,8929,1724183040626165628,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.001096187592565372,0.9999993991862005,0.0,0.0,0.0,0.0,0.0,0.001557461036761437
1724183040656636477,8930,1724183040656636477,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010724590271918096,0.9999994249156522,0.0,0.0,0.0,0.0,0.0,0.001557461036761437
1724183040686062574,8931,1724183040686062574,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010611032638274034,0.9999994370297732,0.0,0.0,0.0,0.0,0.0,0.00012501681637868946
1724183040716624975,8932,1724183040716624975,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010591928578755079,0.9999994390550876,0.0,0.0,0.0,0.0,0.0,0.00012501681637868946
1724183040746430635,8933,1724183040746430635,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012342034827044607,0.9999992383705916,0.0,0.0,0.0,0.0,0.0,-0.001496143107842641
1724183040776643515,8934,1724183040776643515,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0012568048606508033,0.9999992102204592,0.0,0.0,0.0,0.0,0.0,-0.001496143107842641
